소재지전체주소,사업장명,업태구분명,review,latitude,longitude,review_cleaned,keyword_sentiment,total_sentiment,맛,서비스,분위기,재미,추천,친절도
서울 송파구 석촌호수로 290 3층 그림제작소,그림제작소 잠실점,테마카페,"['I', 'really', 'enjoyed', 'this', 'place.', 'The', 'staff', 'were', 'so', 'kind', 'and', 'can', 'help', 'in', 'English', 'easily.', 'I', 'am', 'such', 'a', 'slow', 'painter', 'that', 'i', 'used', 'the', 'entire', 'time', 'and', 'i', 'was', 'completely', 'satisfied.', 'The', 'staff', 'even', 'took', 'photos', 'for', 'me.', 'Its', 'a', 'great', 'place', 'to', 'go!', '우선', '분위기가', '좋아서', '앉아', '있는', '것', '만으로도', '행복해지는', '공간이예요.', '그림도', '잘', '그릴', '수', '있게', '도와주시고', '뭔가', '집중하고', '싶은', '날', '오기', '좋아요.', '여러', '그림', '그리는', '공방', '카페', '많이', '가봤는데', '가장', '편한', '느낌이예요.', '오랜만에', '그림그리니까', '넘', '재밌었어요!', '이색', '데이트하기', '좋고', '사진이', '잘', '나와요😎', '사장님들도', '다들', '너무', '친절하세요:->', '비오는날', '딱', '오기도', '좋고', '여기를', '온', '이유는', '짱구그림이', '있어서', '오기도해서', '짱구', '좋아하는', '분들은', '추천해요!', '직원분들도', '친절히', '설명해주시고', '다양한', '도구와', '물감들이', '있어서', '더', '다양하게', '표현도', '하고', '재밌는', '시간이었습니당', '지난', '16일', '아이랑여행하며그렸던', '작품들', '중,,', '\n미완성작을', '오늘', '완성.', '\n마무리!°○', '밝고', '친절하신', '분과', '\n큰창과.석촌호수가', '바로', '코앞', '\n음악도좋구,,', '\n데이트하기좋은', '감성드로잉맛집이네요', '👍✨️', '두번째', '방문했는데', '가을이나', '여름이나', '분위기가', '너무', '좋구', '포근해요~그림그리기도', '힐링굿굿😄😄😄', 'We', 'had', 'a', 'relaxing', 'experience', 'at', 'the', 'paint', 'cafe!', 'The', 'staff', 'were', 'friendly', 'and', 'helped', 'us', 'in', 'English!', 'We', 'will', 'return', 'soon!', '드로잉카페는', '여기가', '처음이었는데', '진짜', '최고였어요!', '저희가', '갔을', '때는', '손님이', '많아서', '딱', '2시간', '이용하고', '나왔는데', '저흰', '자유화', '그리기', '+', '채색', '이라', '아슬아슬하게', '다', '끝냈어요ㅎ', '완성하느라', '정신없어서', '음료를', '다', '먹진', '못했지만', '둘', '다', '무난', '했어요!\n귀여운', '베레모도', '대여할', '수', '있어서', '화가', '기분', '내면서', '사진도', '찍고', '그림도', '그렸답니다', ':)', '🧑\u200d🎨', '직원분들이', '친절하게', '설명해주시고', '사진도', '찍어주셔서', '덕분에', '잊지', '못', '할', '추억', '만들고', '갑니다.', '데이트', '장소로도', '강추드려요!💕', '기회가', '되면', '재방문', '하려고요!', '넘', '아름답구', '분위기', '좋은', '곳이에요\n친절하신', '설명과', '마음', '편해지는', '공간에서\n힐링', '그', '자체...♡', '처음', '해보는', '드로잉', '카페', '체험이었는데', '너무', '특별하고', '재밌었어요', 'ㅎㅎ', '설명도', '친절하게', '해주시고', '작품', '만드는동안', '사진도', '찍어주셔서', '너무', '감사했습니다.\n', '자체도안', '고르면', '밑그림부터', '대고', '따라', '그려야', '하니까', '그림', '자체가', '낯선', '분들은', '선', '명확하고', '칠하기', '쉬운', '캐릭터도안하시는거', '추천드려요!!', '그림에는', '재능도', '관련도', '없는데', '자체도안', '골랐다가', '하얗게', '불태웠습니다😂']",37.511135,127.1073864,"['우선', '분위기', '좋아서', '앉아', '있는', '것', '행복', '해지', '공간', '이예', '그림', '잘', '그릴', '수', '있게', '도', '주시', '뭔가', '집중', '싶은', '날', '오기', '좋아요', '여러', '그림', '는', '방', '카페', '가봤는데', '가장', '편한', '느낌', '이예', '오랜만', '그림', '넘', '재밌었', '어요', '이색', '데이트', '하기', '좋고', '사진', '잘', '나와요', '사장님', '들도', '들', '친절', '하세요', '비', '날', '오기', '좋고', '여기', '온', '이유', '짱구', '그림', '있', '어서', '오기', '도해', '짱구', '좋', '아하', '분', '추천', '요', '직원', '분', '친절', '설명', '해주시', '다양', '도구', '물감', '들이', '있', '어서', '더', '양하', '표현', '재밌는', '시간', '었습니당', '지난', '일', '아이', '여행', '하며', '그렸던', '작품', '들', '중', '미완성', '작', '오늘', '완성', '마무리', '밝고', '친절', '하신', '분과', '큰', '창', '석촌호수', '바로', '코앞', '음악', '좋구', '데이트', '하기', '좋은', '감성', '드로잉', '맛집', '요', '두번째', '방문', '했는데', '가을', '이나', '여름', '이나', '분위기', '좋구', '포', '근해', '그림', '그리기', '힐링', '굿굿', '드로잉', '카페', '여기', '처음', '었는데', '진짜', '최고', '였', '어요', '저희', '갔을', '때', '손님', '많아서', '시간', '이용', '나왔는데', '저', '흰', '자유', '화', '그리기', '채색', '아슬아슬', '하게', '끝냈', '어요', '완성', '하느라', '정신', '없', '어서', '음료', '먹진', '못', '둘', '무난', '했어', '요귀', '여운', '베레모', '대여', '할', '수', '있', '어서', '화가', '기분', '내면', '사진', '찍고', '그림', '그렸답니다', '직원', '분', '친', '절하', '설명', '해주시', '사진', '찍어주셔서', '덕분', '잊지', '못', '할', '추억', '만들고', '갑니다', '데이트', '장소', '도', '강추', '드려요', '기회', '되면', '재', '방문', '려고', '넘', '아름', '답구', '분위기', '좋은', '곳', '친절', '하신', '설명', '마음', '편', '해지', '공간', '힐링', '그', '자체', '처음', '해보는', '드로잉', '카페', '체험', '었는데', '특별', '재밌었', '어요', '설명', '친', '절하', '해주시', '작품', '만드는', '동안', '사진', '찍어주셔서', '감사', '했습니다', '자체', '도안', '고르면', '밑그림', '부터', '대고', '따라', '그려야', '하니', '까', '그림', '자체', '낯선', '분', '선', '명확', '칠하기', '쉬운', '캐릭터', '도안', '하시는거', '추천', '드려요', '그림', '재능', '관련', '없는데', '자체', '도안', '골랐', '다가', '하얗게', '불', '태웠습니다']","{'맛있다': 2, '맛': 1, '서비스': 2, '사장': 0, '청결': 2, '쾌적': 2, '분위기': 8, '데이트': 0, '양': 1, '알바': 0, '직원': 0, '매장상태': 1, '친절': 21, '불친절': -5, '재미': 1, '추천': 6}",2.86,2.38,2.43,3.4,2.32,3.28,3.34
서울 송파구 올림픽로 300 롯데월드몰 지하1층 3355존,성수미술관 잠실롯데몰점,테마카페,"['드로잉카페', '넘', '좋네요\n아크릴물감으로', '스케치가', '되어있는', '캔버스를', '선택해', '채색', '하거나\n빈', '캔버스를', '선택해', '그리고픈', '그림을', '그려도', '좋더라구요\n두번', '가서', '고흐', '해바라기와', '풍경', '그림', '그리고', '왔습니다\n평일이라', '예약', '손님이', '많지않고', '한참', '그리고', '왔어요\n어린', '아이들과', '가도', '좋고', '친구들과', '가도', '좋을거', '같네요', '저희', '아이', '3살때부터', '다녀서', '지금', '4살이에요', 'ㅎㅎ', '처음엔', '그냥', '도화지를', '한', '색깔로', '다', '칠하더니,', '지금은', '여러', '색을', '사용하는', '발전을', '했습니다🫣', '사촌', '형과', '누나가', '방학을', '맞아', '놀러와서', '성수', '미술관에', '방문했는데,', '아이들이', '무척', '좋아했습니다^^', '다음에', '서울', '오면', '또', '방문하고', '싶다네요!', '늘', '친절한', '미술관', '직원', '분들', '감사합니다!!', '혼자만의시간을', '갖으면서', '집중해서', '너무', '감사한하루입니다~~^^', '우선', '사람이', '많아서', '예약은', '필수입니다!', '물감도', '다양하고', '도구도', '다양해서', '좋았고', '그림', '잘', '못그리는', '분들도', '도안이', '준비되어', '있으니', '선택해서', '달라고', '하시면', '주십니다', '저는', '도안말고', '제', '마음대로', '하고', '싶어서', '무지를', '골랐는데', '재밌었어요~!', '직원분들도', '다들', '친절하시고', '제가', '사이드', '자리에', '배정', '받았는데', '매장이', '벽이', '없어서', '지나가는', '분들이', '보시고', '신기해하시고', '구경도', '하시다', '가시고', '좋은', '말씀도', '해주셔서', '너무', '내향적이지', '않고', '털털하게', '하고', '싶으시면', '사이드', '반대로', '집중하고', '싶으시면', '좀', '조용한', '곳을', '찾으시길', '바래용', '그리고', '물감', '옷에', '묻으면', '안지워진답니다', 'ㅠㅠ', '머리카락에', '묻었었는데', '그건', '잘', '떼지더라고요', 'ㅎㅎ', '매장에서', '앞치마랑', '팔토시는', '다', '제공해주셔요', '!', '다들', '한번쯤', '가보시면', '좋겠네요', '~', '재밌어요!', '신선하게', '기억남을', '데이트', '간단한', '그림을', '선택하는게', '좋습니다.', '일반', '그림은', '몇개없는데', '수채화를', '이젤에', '세워서', '그리다보니', '그림이', '내맘', '같지가', '않아요.', '붓도', '제일', '싸구려', '같고', '게다가', '다채롭게', '꾸밀', '물감색이', '한정적입니다.', '2시간', '집중하다보면', '시간은', '후딱가고', '좋네요.', '직원들은', '친절하고', '프로세스는', '나름', '신선하고', '좋은데...', '팔토시', '약한걸', '돌려쓰다보니', '너덜너덜하고', '젖은것도', '있고', '막', '그렇네요.', '조명이', '좋아서', '사진은', '잘나와요.', '안쪽', '자리에', '앉으면', '집중해서', '그리기', '좋아요!', '\n롯데월드몰에', '놀러갈때', '미리', '예약하시고', '오면', '굿!', '장소가', '너무', '협소하고', '중간에', '파렛트', '2개가', '다', '올려지지않는', '테이블을', '2인용이라고', '같이', '쓰라고', '하니', '왼손잡이가', '아닌', '이상', '한명은', '너무', '불편하고', '트레이', '밑', '작은', '물감은', '다', '쓴것', '쌓아놓은것이고', '물감이', '제대로', '없고..주변이', '개방적이라', '너무', '시끄럽고', '집중하기', '어렵네요..관리가', '부족한', '느낌입니다..자리도', '좁은데', '가방하나', '편하게', '둘', '곳도', '없네요..', '다음엔', '다른', '그림으로', '더', '하고', '싶어요', '처음', '방문했는데', '아이가', '정말', '좋아해요.', '다음에', '또', '가자고', '하네요.', '직원분이', '친절하시고', '설명도', '잘', '해주셔서', '좋았어요.', '강추입니다~']",37.5136231,127.1041141,"['드로잉', '카페', '넘', '좋네요', '아크릴물감', '스케치', '되어있는', '캔버스', '선택', '채색', '거나', '빈', '캔버스', '선택', '고픈', '그림', '그려도', '좋더라구요', '번', '가서', '고흐', '해바라기', '풍경', '그림', '고', '왔습니다', '평일', '예약', '손님', '많지', '않고', '한참', '고', '왔', '어요', '어린', '아이', '들과', '가도', '좋고', '친', '구들', '가도', '좋을거', '같네요', '저희', '아이', '살때', '부터', '다녀서', '지금', '살이', '처음', '그냥', '도화지', '한', '색깔', '칠하', '더니', '지금', '여러', '색', '사용', '하는', '발전', '했습니다', '사촌', '형', '누나', '방학', '맞아', '놀러와', '성수', '미술관', '방문', '했는데', '아이', '들이', '무척', '좋아했습니다', '다음', '서울', '오면', '또', '방문', '싶다네요', '늘', '친절', '미술관', '직원', '감사', '합니다', '혼자', '시간', '갖으', '면서', '집중', '감사', '하루', '입니다', '우선', '사람', '많아서', '예약', '필', '수입', '물감', '다양', '도구', '다양', '좋았고', '그림', '잘', '못', '는', '분', '도안', '준비', '되어', '있으니', '선택', '달라', '하시면', '주십니다', '저', '도안', '제', '마음대로', '싶', '어서', '무지', '골랐는데', '재밌었', '어요', '직원', '분', '들', '친절', '하시고', '제', '사이드', '자리', '배정', '받았는데', '매장', '벽', '없', '어서', '지나', '는', '분', '보시', '신기', '해하', '시', '구경', '하시다', '가시', '좋은', '말씀', '해주', '셔', '향', '이지', '않고', '털털', '하게', '싶으시면', '사이드', '반대', '집중', '싶으시면', '좀', '조', '용한', '곳', '찾으시길', '바', '용', '고', '물감', '옷', '묻으면', '안지', '워', '진답니다', '머리카락', '묻었었는데', '잘', '떼지더라', '고요', '매장', '앞치마', '팔', '토시', '제공', '해주', '셔', '들', '한번', '쯤', '가', '보시', '좋겠네요', '재밌', '어요', '신', '선하', '기억', '남', '데이트', '간단', '그림', '선택', '하는게', '좋습니다', '일반', '그림', '몇개', '없는데', '수채화', '젤', '세워서', '그', '리다', '보니', '그림', '맘', '같지가', '않아요', '붓도', '제일', '싸구려', '같고', '게다가', '다채롭', '꾸밀', '물', '감색', '한정', '적', '입니다', '시간', '집', '중하', '보면', '시간', '가고', '좋네요', '직원', '들은', '친절', '프로세스', '나름', '신선', '좋은데', '팔', '토시', '걸', '돌려', '쓰다', '보니', '젖은것도', '있고', '막', '그렇네요', '조명', '좋아서', '사진', '잘나와요', '안쪽', '자리', '앉으면', '집중', '그리기', '좋아요', '롯데', '월드', '몰에', '놀러', '갈', '때', '미리', '예약', '하시고', '오면', '굿', '장소', '협', '소하', '중간', '파렛트', '개', '올려', '지지', '않는', '테이블', '인용', '쓰', '하니', '왼손잡이', '아닌', '이상', '명', '불편', '트', '레이', '밑', '작은', '물감', '쓴것', '쌓아놓은', '것', '물감', '제대로', '없고', '주변', '개', '방적', '시끄럽고', '집중', '하기', '어렵네', '요관', '리가', '부족', '느낌', '입니', '다자', '리도', '좁은데', '가방', '하나', '편하게', '둘', '곳도', '없네요', '다음', '다른', '그림', '더', '싶', '어요', '처음', '방문', '했는데', '아이', '정말', '좋', '아해', '다음', '또', '가', '자고', '하네요', '직원', '분', '친절', '하시고', '설명', '잘', '해주', '셔', '좋았', '어요', '강추', '입니다']","{'맛있다': 2, '맛': 1, '서비스': 2, '사장': 0, '청결': 2, '쾌적': 2, '분위기': 2, '데이트': 0, '양': 1, '알바': 0, '직원': 0, '매장상태': 1, '친절': 21, '불친절': -5, '재미': 1, '추천': 2}",2.52,2.38,2.43,2.34,2.32,2.29,3.34
서울 송파구 오금로16길 10 목연빌딩 B1(송파동 57-11),소마드로잉카페 송리단길점,테마카페,"['혼자', '방문한', '드로잉카페!', '조용히', '혼자', '집중하기', '좋고', '음악도', '은은한', '곡으로', '선정돼서', '나온다!ṑṑ', '남자친구랑', '많이들', '오시던데', '연인과', '와도', '무색없을정도로', '남자친구가', '이런', '드로잉', '카페', '가자고', '하면', '여자친구분들', '좋아할거같다', 'ㅎ', '다음에', '또', '들리고', '싶은', '이색카페🥰👍', '추천합니당', '포토존이라', '사진도', '잘', '나오는거가타요!!!', '너무너무', '친절하시고', '시간도', '넉넉하게', '주시고~\n친구랑', '데이트하기', '좋은', '경험이였습니다~\n화장실이', '공용이라', '청결부분이', '조금', '아쉬웠지만\n다른부분은', '매우', '만족합니다~~', '들어오자마자', '인테리어가', '너무', '마음에', '들었고', '분위기도', '조용해서', '집중하기', '좋고', '대화하기도', '좋았어요', '재방문', '의사', '있습니다', '!!', '초2', '친구', '생일파티가', '있어서', '초대받아', '방문했는데', '매장도', '너무', '예쁘고', '분위기가', '너무', '좋아', '감동했어요ㅜ', '단독으로', '이용하는거라', '아이들이', '좋아하는', '아이브', '노래틀고', '아이돌', '춤도', '추고', '신나는', '생일파이', '보내고', '가요~~', '저도', '생일파티할때', '이용해볼게요!', '10살', '아이랑', '왔어요.', '얘기하면서', '그림도', '그릴수', '있어서', '좋은', '시간', '되었어요.', '아이', '말로는', '서먹한', '사이가', '와도', '친해질거', '같대요.', '석촌호수', '데이트코스', '추천이요~\n음료,커피도', '맛나고', '사장님', '친절하세요.', '재방문했어요', '다음에', '또', '올게용!', '사장님의', '무한', '배려에..', '감동.', '또', '감동이에요', 'ㅠㅜ\n약속시간을', '두번이나', '바꾸었는데\n사장님이', '정말.', '화가', '나실법', '하신데에도', '\n너무', '친절하게', '대해주셔서', '\n너무너무너무', '감사드려요', '!', '드로잉', '카페', '처음', '와봤는데', '공간도', '일행이랑만', '조용히', '대화라며', '좋게', '나눠져', '있고', '깔끔해요.', '물감이나', '미술재료', '다', '넉넉하게', '구비되어', '있어', '좋아요!', '매장이', '청결하고', '직원분들과', '사장님이\n너무', '친절하세요', '여름인데', '에어컨빵빵해서', '시원하고', '소확행', '제대로', '하구갑니다💕💕💕💕💕', '이색적인', '카페에요!\n그림그리다보면', '시간이', '뚝딱이에요\n재미도', '있고', '즐거운', '시간이였어요!\n\n종종', '올거', '같아요', '🤩']",37.5108135,127.108738,"['혼자', '방문', '드로잉', '카페', '혼자', '집중', '하기', '좋고', '음악', '은', '은한', '곡', '선정', '돼서', '나온다', '남자친구', '들', '오시', '던데', '연인', '무색', '없을', '정도', '남자친구', '이런', '드로잉', '카페', '가', '자고', '하면', '여자친구', '좋아할거', '같다', '다음', '또', '들리고', '싶은', '이색', '카페', '추천', '합니당', '포토', '존', '사진', '잘', '나오는', '거가', '타요', '친절', '하시고', '시간', '넉넉하게', '주시', '친구', '데이트', '하기', '좋은', '경험', '였습니다', '화장실', '공용', '청결', '부분', '조금', '아쉬웠', '다른', '부분', '매우', '만족', '합니다', '들어오', '자마자', '인테리어', '마음', '들었고', '분위기', '조', '용해', '집중', '하기', '좋고', '대화', '기도', '좋았', '어요', '재', '방문', '의사', '있습니다', '초', '친구', '생일', '파티', '있', '어서', '초대', '받아', '방문', '했는데', '매장', '예쁘고', '분위기', '좋아', '감동', '했', '어요', '단독', '이용', '하는거라', '아이', '들이', '좋', '아하', '아이브', '노래', '틀', '아이돌', '춤', '추고', '신나는', '생일', '파이', '보내고', '가요', '저', '생일', '파티', '할', '때', '이용', '볼게요', '살', '아이', '왔', '어요', '얘', '기하', '면서', '그림', '그릴', '수', '있', '어서', '좋은', '시간', '되었', '어요', '아이', '말로', '서먹한', '사이', '친해질거', '같', '대요', '석촌호수', '데이트', '코스', '추천', '이요', '음료', '커피', '맛', '나고', '사장님', '친절', '하세요', '재', '방문', '했', '어요', '다음', '또', '올게', '용', '사장님', '무한', '배려', '감동', '또', '감동', '약속', '시간', '번', '이나', '바꾸었는데', '사장님', '정말', '화가', '나', '실법', '하신데', '친', '절하', '대해', '주셔서', '감사', '드려요', '드로잉', '카페', '처음', '와', '봤는데', '공간', '일행', '만', '대화', '라며', '좋게', '나눠져', '있고', '깔끔해요', '물감', '이나', '미술', '재료', '넉넉하게', '구비', '되어', '있어', '좋아요', '매장', '청결', '직원', '분', '사장님', '친절', '하세요', '여름', '에어컨', '빵빵', '시원', '확행', '제대로', '하구', '갑니다', '이색', '적', '카페', '그림', '그', '리다', '보면', '시간', '뚝딱', '재미', '있고', '즐거운', '시간', '였', '어요', '종종', '올거', '같아요']","{'맛있다': 2, '맛': 3, '서비스': 2, '사장': 0, '청결': 2, '쾌적': 2, '분위기': 7, '데이트': 0, '양': 1, '알바': 0, '직원': 0, '매장상태': 1, '친절': 19, '불친절': -5, '재미': 3, '추천': 6}",2.88,2.67,2.43,3.22,2.68,3.28,3.03
서울 송파구 마천로 61 지층 그린아일랜드카페,그린아일랜드카페,테마카페,"['가격은', '비싸지만', '좌석이', '편해서', '쉬기', '좋아요.', '오븐치즈볶음밥과', '라면', '맛있는데,', '음료를', '따로', '반드시', '시켜야', '하는게', '좀', '아쉽습니다.', '좌석이', '여러', '종류가', '있어서', '너무', '좋아요!\n텐트식', '/', '좌식', '/', '컴퓨터', '있는', '좌식', '..\n보드게임도', '많고', '책도', '있고', '음식도', '많아서', '자주', '갑니다!!!', '\n담요가', '없어서', '아쉽긴', '해요', 'ㅠㅠ\n그치만', '인테리어도', '아늑하고', '넘', '이쁘고', '사진', '찍을', '포인트가', '많아서', '넘', '좋아요', '\n동네데이트로', '추천추천', '합니다', '!!!!!\n그리고', '흡연실은', '안쪽에', '있어요', '만화방', '룸카페', '스타일이라', '편하고', '좋아요:)', '음료', '가격대는', '6000원대에서', '시작이라', '저렴하진', '않지만', '편하게', '쉴', '수', '있다', '생각하면', '나쁘지않아요:)', '좋아요', '조금만', '더', '매장에', '신경을', '써주신다면', '정말', '역대급일것같습니다.\n방문할때마다', '조금씩은', '불편하지만', '너무', '행복해영', 'ㅎㅎ', '굿', '좋아요', '굿', '알바생', '착하시고', '깨끗해요!', '인테리어도', '예쁘고', '담에', '또', '올게용']",37.5082004,127.1273392,"['가격', '비싸', '좌석', '편', '쉬기', '좋아요', '오븐', '치즈', '볶음밥', '라면', '맛있는데', '음료', '반드시', '시켜야', '하는게', '좀', '아쉽습니다', '좌석', '여러', '종류', '있', '어서', '좋아요', '텐트', '식', '좌', '컴퓨터', '있는', '좌', '보드게임', '많고', '책', '있고', '음식', '많아서', '자주', '갑니다', '담요', '없', '어서', '아쉽긴', '해', '만', '인테리어', '아늑', '넘', '이쁘고', '사진', '찍', '포인트', '많아서', '넘', '좋아요', '동네', '데이트', '추천', '추천', '합니다', '고', '흡연실', '안쪽', '있', '어요', '만화방', '룸', '카페', '스타일', '편', '좋아요', '음료', '가격', '대는', '원대', '시작', '저렴', '하진', '않', '편하게', '쉴', '수', '있다', '생', '각하', '나쁘지', '않아요', '좋아요', '조금', '더', '매장', '신경', '써', '주신', '면', '정말', '역대', '급', '일것', '같', '습', '다방', '문', '할', '때', '마다', '조금', '씩', '불편', '행복', '영', '굿', '좋아요', '굿', '알바생', '착하시고', '깨끗해요', '인테리어', '예쁘고', '담', '또', '올게', '용']","{'맛있다': 2, '맛': 1, '서비스': 2, '사장': 0, '청결': 2, '쾌적': 2, '분위기': 2, '데이트': 1, '양': 1, '알바': 0, '직원': 0, '매장상태': 1, '친절': 13, '불친절': -5, '재미': 1, '추천': 6}",2.51,2.38,2.43,2.51,2.32,3.28,2.12
서울 송파구 올림픽로10길 13-1 지하1층,마코 잠실새내점,테마카페,"['여기', '이제야', '알아서', '너무', '속상해여ㅠㅠ', '빨리', '알아서', '열심히', '다녔어야했는데!', '일단', '음식이', '너무', '맛있더라구요', '사실', '기대안했는데', '반전이었음💚', '메뉴', '두', '개', '시켰는데', '둘다', '맛있었고', '맥주이벤트', '하는게', '짱이에요!', '그리고', '여기오면', '꼭', '다트해주세요..', '다트', '점수에', '따라', '상품도', '있어서', '너무', '재밌더라구요~', '다음엔', '그림그리러', '가야겠어요~~', '아!', '사장님', '진짜', '친절하고', '재밌으심!', '사장님', '흥하세요', '펍에서', '드로잉을', '할', '수', '있는', '곳이라', '더', '특별했어요!', '사장님도', '엄청', '친절하셨고', '매장도', '넓고', '예뻤어요☺️', '담번에도', '방문할거', '같아요!', '선곡도', '최고였습니당', '매장분위기,', '노래선곡,', '청결도,', '다트기계까지', '완벽한', '곳!!\n테이블간격도', '넓어서', '맘에들어요\n주민인데', '앞으로', '여기만', '갈거에요', '사장님도', '너무', '친절하시고', '분위기도', '흘러나오는', '노래마저', '좋아요~', '오늘은', '그림그리려', '방문했지만,', '다음엔', '맥주', '마시러', '와야겠어요^^', '너어무', '맛있고', '분위기', '좋은곳\n가성비도', '좋고', '메뉴가', '일단', '푸짐..!♡\n조만간', '또', '갈', '예정입니다!', '재방문했어요\n음악선곡', '미쳤고', '안주', '맛있고', '구스', '생맥', '있어서', '좋아요\n다트', '기계있어서', '존잼', '재밌었어요!', '뒷타임에', '예약자가', '없어서', '세시간동안', '넉넉히', '그리게', '해주셔서', '너무', '좋았어요', '처음', '경험해봤는데', '너무', '즐거웠어요\n다음', '시간되면', '꼭', '갈게요', '너무', '편안하고', '즐거운', '취미공간이에여🥰🥰', '분위기도', '좋구', '시간가는줄', '모르구', '색칠했네용ㅎㅎ\n딸기라떼', '시켰는데', '음료도', '짱..❤️\u200d🔥', '직원분들', '너무', '친절하셔서', '좋았어요ㅎㅎㅎㅎ', '감사합니당', '다음에', '또', '방문하고싶어요!', '데이트하기', '좋은곳', '추천드려용🥰']",37.5103397,127.0813226,"['여기', '이제야', '알아서', '속', '상해', '알아서', '열심', '다녔어야', '했는데', '일단', '음식', '맛있더라구요', '사실', '기대', '했는데', '반전', '메뉴', '두', '개', '시켰는데', '둘다', '맛있었고', '맥주', '이벤트', '하는게', '짱', '고', '여', '기오', '꼭', '다트', '해주', '다트', '점수', '따라', '상품', '있', '어서', '재밌더라구요', '다음', '그림', '가야', '겠', '어요', '사장님', '진짜', '친절', '재밌으', '심', '사장님', '흥', '하세요', '펍', '드로잉', '할', '수', '있는', '곳', '더', '특별', '했', '어요', '사장님', '친절', '하셨고', '매장', '넓고', '예뻤', '어요', '담번', '방문', '할거', '같아요', '선곡', '최고', '였', '습', '니당', '매장', '분위기', '노래', '선곡', '청결', '다트', '기계', '완벽', '곳', '테이블', '간격', '넓', '어서', '맘', '들', '어요', '주민', '앞', '여기', '갈거', '사장님', '친절', '하시고', '분위기', '흘러나오는', '노래', '마저', '좋아요', '오늘', '그림', '려', '방문', '다음', '맥주', '마시러', '와야겠', '어요', '너', '무', '맛있고', '분위기', '좋은', '곳', '가성', '비도', '좋고', '메뉴', '일단', '푸', '짐', '조만간', '또', '갈', '예정', '입니다', '재', '방문', '했', '어요', '음악', '선곡', '미쳤고', '안주', '맛있고', '구스', '생맥', '있', '어서', '좋아요', '다트', '기계', '있', '어서', '존잼', '재밌었', '어요', '타임', '예약', '자가', '없', '어서', '세', '시간', '동안', '넉넉히', '게', '해주', '셔', '좋았', '어요', '처음', '경험', '봤는데', '즐거웠어', '요다음', '시간', '되면', '꼭', '갈게요', '편안', '즐거운', '취미', '공간', '분위기', '좋구', '시간', '는줄', '모르구', '색칠', '했', '용', '딸기', '라떼', '시켰는데', '음료', '짱', '직원', '친절', '하셔서', '좋았', '어요', '감사', '합니당', '다음', '또', '방문', '싶', '어요', '데이트', '하기', '좋은', '곳', '추천', '드려용']","{'맛있다': 2, '맛': 1, '서비스': 2, '사장': 0, '청결': 2, '쾌적': 2, '분위기': 10, '데이트': 0, '양': 1, '알바': 0, '직원': 2, '매장상태': 1, '친절': 22, '불친절': -5, '재미': 1, '추천': 4}",2.91,2.38,2.43,3.76,2.32,2.78,3.79
